Countries,Air pollution,Dwellings without basic facilities,Educational attainment,Employees working very long hours,Employment rate,Feeling safe walking alone at night,Homicide rate,Household net adjusted disposable income,Household net wealth,Housing expenditure,Labour market insecurity,Life expectancy,Life satisfaction,Long-term unemployment rate,Personal earnings,Quality of support network,Rooms per person,Self-reported health,Stakeholder engagement for developing regulations,Student skills,Time devoted to leisure and personal care,Voter turnout,Water quality,Years in education
Australia,6,7,0,34,84,12,5,73,67,0,9,37433,528768,19,4,3,1,83,7,1,1,55206,93,2,28,85,2,7,499,14,36,92,92,20
Austria,12,2,0,8,86,5,3,72,86,0,5,37001,309637,20,8,2,3,82,7,2,1,3,53132,92,1,6,71,1,3,491,14,51,76,92,17
Belgium,12,8,0,7,80,4,3,65,56,1,1,34884,447607,20,2,4,82,1,6,8,2,3,54327,90,2,1,74,2,500,15,52,88,79,19
Brazil,11,7,6,7,57,5,6,57,45,19,14741,1,119038,7,18,64,9,9,75,9,6,1,6,15,28541,5,83,1,13,66,3,2,2,400,15,186,80,70,16
Canada,7,1,0,2,92,3,3,70,78,1,2,34421,478240,22,9,3,8,82,1,7,0,5,55342,93,2,6,89,2,9,517,14,57,68,90,17
Chile,23,4,9,4,67,7,7,56,41,2,4,22227,135787,18,4,7,80,6,6,2,5,73,26729,88,1,9,60,1,3,438,14,977,47,62,17
Colombia,22,6,12,3,59,23,7,58,50,23,1,14338,5,238600,9,17,86,7,31,76,7,5,7,1,1,21060,9,80,1,80,1,4,406,14,428,53,82,14
Costa Rica,17,5,2,3,43,22,55,47,10,16517,124517,1,17,7,64,80,5,6,3,1,5,27605,9,82,1,2,73,1,8,415,14,631,66,87,15,9
Czech Republic,17,0,5,94,4,5,74,77,0,7,26664,122494,4,23,4,2,3,79,3,6,9,0,6,29885,96,1,5,62,1,6,495,14,99,62,89,18
Denmark,10,0,5,82,1,1,74,85,0,5,33774,149864,23,3,4,5,81,5,7,5,0,9,58430,95,1,9,70,2,501,15,288,85,93,19
Estonia,5,9,5,7,91,2,2,74,79,1,9,23784,188627,17,5,4,78,8,6,5,1,2,30720,95,1,7,57,2,7,526,14,98,64,86,18
Finland,5,5,0,4,91,3,6,72,88,1,2,33471,230032,23,1,2,2,82,1,7,9,1,2,46230,96,1,9,68,2,2,516,15,17,69,97,20
France,11,4,0,5,81,7,7,65,74,0,4,34375,298639,20,7,3,1,82,9,6,7,2,9,45581,94,1,8,67,2,1,494,16,2,75,78,17
Germany,12,0,1,86,3,9,77,76,0,4,38971,304317,20,1,4,81,4,7,3,1,2,53745,90,1,8,66,1,8,500,15,62,76,91,18
Greece,14,5,0,4,76,4,5,56,69,1,20791,148323,21,8,21,7,81,7,5,8,10,8,27207,78,1,2,79,1,8,453,15,03,58,67,19
Hungary,16,7,3,5,86,1,5,70,74,0,9,21026,150296,19,9,3,8,76,4,6,1,2,25409,94,1,4,58,1,2,479,15,08,70,81,16
Iceland,6,4,0,76,11,7,78,85,0,3,41096,1,399420,9,20,89,1,83,2,7,6,0,7,67488,98,1,6,77,2,1,481,15,019,81,97,19
Ireland,7,8,0,2,85,4,7,68,76,0,5,29488,370341,20,6,2,6,82,8,7,1,2,49474,96,2,1,84,1,3,505,14,54,63,80,18
Israel,19,7,0,84,88,14,1,67,80,1,5,25536,178038,7,22,31,4,6,82,9,7,2,0,2,39322,95,1,2,74,2,5,465,14,813,67,77,16
Italy,15,9,0,6,63,3,3,58,73,0,5,29431,295020,22,5,8,6,83,6,6,5,4,8,37769,89,1,4,73,2,5,477,16,47,73,77,17
Japan,13,7,6,4,84,4,4,7,77,77,0,2,28872,294735,21,8,2,7,84,4,6,1,0,8,38515,89,1,9,37,1,4,520,14,1,53,87,16
Korea,27,3,2,5,89,8,89,66,82,0,8,24590,362340,14,7,2,9,83,3,5,8,0,41960,80,1,5,34,2,9,520,14,83,77,82,17
Latvia,12,7,11,2,89,1,6,72,72,3,7,19783,79245,20,8,6,3,75,5,6,2,2,2,29876,92,1,2,47,2,2,487,15,079,55,83,18
Lithuania,10,5,11,8,94,1,72,62,2,5,26976,182039,18,4,6,99,76,4,6,4,2,5,31811,89,1,5,46,2,4,480,15,153,57,83,18
Luxembourg,10,0,1,74,2,8,67,87,0,2,44773,941162,20,7,2,2,82,7,7,4,1,7,65854,91,2,72,1,7,477,15,628,90,85,15
Mexico,20,3,25,9,42,27,59,42,26,8,16269,199400,4,17,8,4,75,1,6,0,1,16230,77,1,1,66,3,2,416,14,518,63,75,15
Netherlands,12,2,0,1,81,0,3,78,83,0,6,34984,248599,19,6,2,5,82,2,7,5,0,9,58828,94,2,75,2,6,502,15,45,79,91,19
New Zealand,6,0,28,81,14,77,66,1,3,39024,514162,25,4,5,82,1,7,3,0,4,45269,95,2,4,86,2,5,503,14,87,82,85,18
Norway,6,7,0,82,1,4,75,93,0,6,39144,268358,17,7,2,8,83,7,3,0,9,55780,96,2,1,75,2,2,497,15,67,78,98,18
Poland,22,8,2,3,93,4,2,69,71,0,5,23675,233221,21,2,5,78,6,1,0,6,32527,94,1,1,60,2,6,513,14,68,68,82,18
Portugal,8,3,0,9,55,5,6,69,83,0,7,24877,255303,19,6,8,1,81,8,5,8,2,3,28410,87,1,7,50,1,5,492,15,111,49,89,17
Russia,11,8,13,8,95,0,1,70,64,4,8,19546,84899,2,17,4,4,69,73,2,5,5,1,1,26720,1,89,1,43,2,37,481,14,703,68,62,16
Slovak Republic,18,5,1,5,92,4,2,68,76,0,8,21149,171425,27,4,8,8,77,8,6,5,3,23619,95,1,1,65,3,469,15,019,66,81,16
Slovenia,17,0,2,90,5,6,71,91,0,4,25250,233286,18,2,5,9,81,6,6,5,1,9,41445,95,1,6,67,2,5,504,15,563,53,93,18
South Africa,28,5,35,9,48,15,4,39,40,13,7,9338,107554,5,18,1,18,16,64,2,4,9,17,9,23943,7,89,1,2,67,4,2,03,410,5,14,749,66,72,15,7
Spain,10,0,3,63,2,5,62,80,0,7,27155,366534,21,7,15,8,83,9,6,5,5,37922,93,1,9,75,1,8,485,7,15,75,72,76,18
Sweden,5,8,0,84,0,9,75,79,1,1,33730,146698,2,20,1,4,4,83,2,7,3,1,47020,94,1,7,76,2,503,15,324,87,97,20
Switzerland,10,1,0,89,0,4,80,86,0,3,39697,266187,4,21,4,3,41,84,7,5,1,7,64824,94,1,9,81,2,3,498,15,202,45,96,17
Türkiye,27,1,4,9,42,25,48,59,1,19890,6,168466,2,18,9,13,78,6,4,9,3,3,27891,1,85,1,67,1,5,462,14,61,86,62,19
United Kingdom,10,1,0,5,82,10,8,75,78,0,2,33049,524422,23,2,3,3,81,3,6,8,0,9,47147,93,2,73,3,1,503,14,94,68,82,17
United States,7,7,0,1,92,10,4,67,78,6,51147,684500,18,3,4,2,78,9,7,0,5,69392,94,2,4,88,3,1,495,14,57,65,88,17
